Date,Close
7/20/2015 16:00:00,46.92
7/21/2015 16:00:00,47.28
7/22/2015 16:00:00,45.54
7/23/2015 16:00:00,46.11
7/24/2015 16:00:00,45.94
7/27/2015 16:00:00,45.35
7/28/2015 16:00:00,45.34
7/29/2015 16:00:00,46.29
7/30/2015 16:00:00,46.88
7/31/2015 16:00:00,46.7
08-03-2015 16:00,46.81
08-04-2015 16:00,47.54
08-05-2015 16:00,47.58
08-06-2015 16:00,46.62
08-07-2015 16:00,46.74
08-10-2015 16:00,47.33
08-11-2015 16:00,46.41
08-12-2015 16:00,46.74
8/13/2015 16:00:00,46.73
8/14/2015 16:00:00,47
8/17/2015 16:00:00,47.32
8/18/2015 16:00:00,47.27
8/19/2015 16:00:00,46.61
8/20/2015 16:00:00,45.66
8/21/2015 16:00:00,43.07
8/24/2015 16:00:00,41.68
8/25/2015 16:00:00,40.47
8/26/2015 16:00:00,42.71
8/27/2015 16:00:00,43.9
8/28/2015 16:00:00,43.93
8/31/2015 16:00:00,43.52
09-01-2015 16:00,41.82
09-02-2015 16:00,43.36
09-03-2015 16:00,43.5
09-04-2015 16:00,42.61
09-08-2015 16:00,43.89
09-09-2015 16:00,43.07
09-10-2015 16:00,43.29
09-11-2015 16:00,43.48
9/14/2015 16:00:00,43.04
9/15/2015 16:00:00,43.98
9/16/2015 16:00:00,44.3
9/17/2015 16:00:00,44.25
9/18/2015 16:00:00,43.48
9/21/2015 16:00:00,44.11
9/22/2015 16:00:00,43.9
9/23/2015 16:00:00,43.87
9/24/2015 16:00:00,43.91
9/25/2015 16:00:00,43.94
9/28/2015 16:00:00,43.29
9/29/2015 16:00:00,43.44
9/30/2015 16:00:00,44.26
10-01-2015 16:00,44.61
10-02-2015 16:00,45.57
10-05-2015 16:00,46.63
10-06-2015 16:00,46.75
10-07-2015 16:00,46.8
10-08-2015 16:00,47.45
10-09-2015 16:00,47.11
10-12-2015 16:00,47
10/13/2015 16:00:00,46.89
10/14/2015 16:00:00,46.68
10/15/2015 16:00:00,47.01
10/16/2015 16:00:00,47.51
10/19/2015 16:00:00,47.62
10/20/2015 16:00:00,47.77
10/21/2015 16:00:00,47.2
10/22/2015 16:00:00,48.03
10/23/2015 16:00:00,52.87
10/26/2015 16:00:00,54.25
10/27/2015 16:00:00,53.69
10/28/2015 16:00:00,53.98
10/29/2015 16:00:00,53.36
10/30/2015 16:00:00,52.64
11-02-2015 16:00,53.24
11-03-2015 16:00,54.15
11-04-2015 16:00,54.4
11-05-2015 16:00,54.38
11-06-2015 16:00,54.92
11-09-2015 16:00,54.16
11-10-2015 16:00,53.51
11-11-2015 16:00,53.65
11-12-2015 16:00,53.32
11/13/2015 16:00:00,52.84
11/16/2015 16:00:00,53.77
11/17/2015 16:00:00,52.97
11/18/2015 16:00:00,53.85
11/19/2015 16:00:00,53.94
11/20/2015 16:00:00,54.19
11/23/2015 16:00:00,54.19
11/24/2015 16:00:00,54.25
11/25/2015 16:00:00,53.69
11/27/2015 16:00:00,53.93
11/30/2015 16:00:00,54.35
12-01-2015 16:00,55.22
12-02-2015 16:00,55.21
12-03-2015 16:00,54.2
12-04-2015 16:00,55.91
12-07-2015 16:00,55.81
12-08-2015 16:00,55.79
12-09-2015 16:00,54.98
12-10-2015 16:00,55.27
12-11-2015 16:00,54.06
12/14/2015 16:00:00,55.14
12/15/2015 16:00:00,55.2
12/16/2015 16:00:00,56.13
12/17/2015 16:00:00,55.7
12/18/2015 16:00:00,54.13
12/21/2015 16:00:00,54.83
12/22/2015 16:00:00,55.35
12/23/2015 16:00:00,55.82
12/24/2015 16:00:00,55.67
12/28/2015 16:00:00,55.95
12/29/2015 16:00:00,56.55
12/30/2015 16:00:00,56.31
12/31/2015 16:00:00,55.48
01-04-2016 16:00,54.8
01-05-2016 16:00,55.05
01-06-2016 16:00,54.05
01-07-2016 16:00,52.17
01-08-2016 16:00,52.33
01-11-2016 16:00,52.3
01-12-2016 16:00,52.78
1/13/2016 16:00:00,51.64
1/14/2016 16:00:00,53.11
1/15/2016 16:00:00,50.99
1/19/2016 16:00:00,50.56
1/20/2016 16:00:00,50.79
1/21/2016 16:00:00,50.48
1/22/2016 16:00:00,52.29
1/25/2016 16:00:00,51.79
1/26/2016 16:00:00,52.17
1/27/2016 16:00:00,51.22
1/28/2016 16:00:00,52.06
1/29/2016 16:00:00,55.09
02-01-2016 16:00,54.71
02-02-2016 16:00,53
02-03-2016 16:00,52.16
02-04-2016 16:00,52
02-05-2016 16:00,50.16
02-08-2016 16:00,49.41
02-09-2016 16:00,49.28
02-10-2016 16:00,49.71
02-11-2016 16:00,49.69
02-12-2016 16:00,50.5
2/16/2016 16:00:00,51.09
2/17/2016 16:00:00,52.42
2/18/2016 16:00:00,52.19
2/19/2016 16:00:00,51.82
2/22/2016 16:00:00,52.65
2/23/2016 16:00:00,51.18
2/24/2016 16:00:00,51.36
2/25/2016 16:00:00,52.1
2/26/2016 16:00:00,51.3
2/29/2016 16:00:00,50.88
03-01-2016 16:00,52.58
03-02-2016 16:00,52.95
03-03-2016 16:00,52.35
03-04-2016 16:00,52.03
03-07-2016 16:00,51.03
03-08-2016 16:00,51.65
03-09-2016 16:00,52.84
03-10-2016 16:00,52.05
03-11-2016 16:00,53.07
3/14/2016 16:00:00,53.17
3/15/2016 16:00:00,53.59
3/16/2016 16:00:00,54.35
3/17/2016 16:00:00,54.66
3/18/2016 16:00:00,53.49
3/21/2016 16:00:00,53.86
3/22/2016 16:00:00,54.07
3/23/2016 16:00:00,53.97
3/24/2016 16:00:00,54.21
3/28/2016 16:00:00,53.54
3/29/2016 16:00:00,54.71
3/30/2016 16:00:00,55.05
3/31/2016 16:00:00,55.23
04-01-2016 16:00,55.57
04-04-2016 16:00,55.43
04-05-2016 16:00,54.56
04-06-2016 16:00,55.12
04-07-2016 16:00,54.46
04-08-2016 16:00,54.42
04-11-2016 16:00,54.31
04-12-2016 16:00,54.65
4/13/2016 16:00:00,55.35
4/14/2016 16:00:00,55.36
4/15/2016 16:00:00,55.65
4/18/2016 16:00:00,56.46
4/19/2016 16:00:00,56.39
4/20/2016 16:00:00,55.59
4/21/2016 16:00:00,55.78
4/22/2016 16:00:00,51.78
4/25/2016 16:00:00,52.11
4/26/2016 16:00:00,51.44
4/27/2016 16:00:00,50.94
4/28/2016 16:00:00,49.9
4/29/2016 16:00:00,49.87
05-02-2016 16:00,50.61
05-03-2016 16:00,49.78
05-04-2016 16:00,49.87
05-05-2016 16:00,49.94
05-06-2016 16:00,50.39
05-09-2016 16:00,50.07
05-10-2016 16:00,51.02
05-11-2016 16:00,51.05
05-12-2016 16:00,51.51
5/13/2016 16:00:00,51.08
5/16/2016 16:00:00,51.83
5/17/2016 16:00:00,50.51
5/18/2016 16:00:00,50.81
5/19/2016 16:00:00,50.32
5/20/2016 16:00:00,50.62
5/23/2016 16:00:00,50.03
5/24/2016 16:00:00,51.59
5/25/2016 16:00:00,52.12
5/26/2016 16:00:00,51.89
5/27/2016 16:00:00,52.32
5/31/2016 16:00:00,53
06-01-2016 16:00,52.85
06-02-2016 16:00,52.48
06-03-2016 16:00,51.79
06-06-2016 16:00,52.13
06-07-2016 16:00,52.1
06-08-2016 16:00,52.04
06-09-2016 16:00,51.62
06-10-2016 16:00,51.48
6/13/2016 16:00:00,50.14
6/14/2016 16:00:00,49.83
6/15/2016 16:00:00,49.69
6/16/2016 16:00:00,50.39
6/17/2016 16:00:00,50.13
6/20/2016 16:00:00,50.07
6/21/2016 16:00:00,51.19
6/22/2016 16:00:00,50.99
6/23/2016 16:00:00,51.91
6/24/2016 16:00:00,49.83
6/27/2016 16:00:00,48.43
6/28/2016 16:00:00,49.44
6/29/2016 16:00:00,50.54
6/30/2016 16:00:00,51.17
07-01-2016 16:00,51.16
07-05-2016 16:00,51.17
07-06-2016 16:00,51.38
07-07-2016 16:00,51.38
07-08-2016 16:00,52.3
07-11-2016 16:00,52.59
07-12-2016 16:00,53.21
7/13/2016 16:00:00,53.51
7/14/2016 16:00:00,53.74
7/15/2016 16:00:00,53.7
7/18/2016 16:00:00,53.96
7/19/2016 16:00:00,53.09
7/20/2016 16:00:00,55.91
7/21/2016 16:00:00,55.8
7/22/2016 16:00:00,56.57
7/25/2016 16:00:00,56.73
7/26/2016 16:00:00,56.76
7/27/2016 16:00:00,56.19
7/28/2016 16:00:00,56.21
7/29/2016 16:00:00,56.68
08-01-2016 16:00,56.58
08-02-2016 16:00,56.58
08-03-2016 16:00,56.97
08-04-2016 16:00,57.39
08-05-2016 16:00,57.96
08-08-2016 16:00,58.06
08-09-2016 16:00,58.2
08-10-2016 16:00,58.02
08-11-2016 16:00,58.3
08-12-2016 16:00,57.94
8/15/2016 16:00:00,58.12
8/16/2016 16:00:00,57.44
8/17/2016 16:00:00,57.56
8/18/2016 16:00:00,57.6
8/19/2016 16:00:00,57.62
8/22/2016 16:00:00,57.67
8/23/2016 16:00:00,57.89
8/24/2016 16:00:00,57.95
8/25/2016 16:00:00,58.17
8/26/2016 16:00:00,58.03
8/29/2016 16:00:00,58.1
8/30/2016 16:00:00,57.89
8/31/2016 16:00:00,57.46
09-01-2016 16:00,57.59
09-02-2016 16:00,57.67
09-06-2016 16:00,57.61
09-07-2016 16:00,57.66
09-08-2016 16:00,57.43
09-09-2016 16:00,56.21
09-12-2016 16:00,57.05
9/13/2016 16:00:00,56.53
9/14/2016 16:00:00,56.26
9/15/2016 16:00:00,57.19
9/16/2016 16:00:00,57.25
9/19/2016 16:00:00,56.93
9/20/2016 16:00:00,56.81
9/21/2016 16:00:00,57.76
9/22/2016 16:00:00,57.82
9/23/2016 16:00:00,57.43
9/26/2016 16:00:00,56.9
9/27/2016 16:00:00,57.95
9/28/2016 16:00:00,58.03
9/29/2016 16:00:00,57.4
9/30/2016 16:00:00,57.6
10-03-2016 16:00,57.42
10-04-2016 16:00,57.24
10-05-2016 16:00,57.64
10-06-2016 16:00,57.74
10-07-2016 16:00,57.8
10-10-2016 16:00,58.04
10-11-2016 16:00,57.19
10-12-2016 16:00,57.11
10/13/2016 16:00:00,56.92
10/14/2016 16:00:00,57.42
10/17/2016 16:00:00,57.22
10/18/2016 16:00:00,57.66
10/19/2016 16:00:00,57.53
10/20/2016 16:00:00,57.25
10/21/2016 16:00:00,59.66
10/24/2016 16:00:00,61
10/25/2016 16:00:00,60.99
10/26/2016 16:00:00,60.63
10/27/2016 16:00:00,60.1
10/28/2016 16:00:00,59.87
10/31/2016 16:00:00,59.92
11-01-2016 16:00,59.8
11-02-2016 16:00,59.43
11-03-2016 16:00,59.21
11-04-2016 16:00,58.71
11-07-2016 16:00,60.42
11-08-2016 16:00,60.47
11-09-2016 16:00,60.17
11-10-2016 16:00,58.7
11-11-2016 16:00,59.02
11/14/2016 16:00:00,58.12
11/15/2016 16:00:00,58.87
11/16/2016 16:00:00,59.65
11/17/2016 16:00:00,60.64
11/18/2016 16:00:00,60.35
11/21/2016 16:00:00,60.86
11/22/2016 16:00:00,61.12
11/23/2016 16:00:00,60.4
11/25/2016 16:00:00,60.53
11/28/2016 16:00:00,60.61
11/29/2016 16:00:00,61.09
11/30/2016 16:00:00,60.26
12-01-2016 16:00,59.2
12-02-2016 16:00,59.25
12-05-2016 16:00,60.22
12-06-2016 16:00,59.95
12-07-2016 16:00,61.37
12-08-2016 16:00,61.01
12-09-2016 16:00,61.97
12-12-2016 16:00,62.17
12/13/2016 16:00:00,62.98
12/14/2016 16:00:00,62.68
12/15/2016 16:00:00,62.58
12/16/2016 16:00:00,62.3
12/19/2016 16:00:00,63.62
12/20/2016 16:00:00,63.54
12/21/2016 16:00:00,63.54
12/22/2016 16:00:00,63.55
12/23/2016 16:00:00,63.24
12/27/2016 16:00:00,63.28
12/28/2016 16:00:00,62.99
12/29/2016 16:00:00,62.9
12/30/2016 16:00:00,62.14
01-03-2017 16:00,62.58
01-04-2017 16:00,62.3
01-05-2017 16:00,62.3
01-06-2017 16:00,62.84
01-09-2017 16:00,62.64
01-10-2017 16:00,62.62
01-11-2017 16:00,63.19
01-12-2017 16:00,62.61
1/13/2017 16:00:00,62.7
1/17/2017 16:00:00,62.53
1/18/2017 16:00:00,62.5
1/19/2017 16:00:00,62.3
1/20/2017 16:00:00,62.74
1/23/2017 16:00:00,62.96
1/24/2017 16:00:00,63.52
1/25/2017 16:00:00,63.68
1/26/2017 16:00:00,64.27
1/27/2017 16:00:00,65.78
1/30/2017 16:00:00,65.13
1/31/2017 16:00:00,64.65
02-01-2017 16:00,63.58
02-02-2017 16:00,63.17
02-03-2017 16:00,63.68
02-06-2017 16:00,63.64
02-07-2017 16:00,63.43
02-08-2017 16:00,63.34
02-09-2017 16:00,64.06
02-10-2017 16:00,64
2/13/2017 16:00:00,64.72
2/14/2017 16:00:00,64.57
2/15/2017 16:00:00,64.53
2/16/2017 16:00:00,64.52
2/17/2017 16:00:00,64.62
2/21/2017 16:00:00,64.49
2/22/2017 16:00:00,64.36
2/23/2017 16:00:00,64.62
2/24/2017 16:00:00,64.62
2/27/2017 16:00:00,64.23
2/28/2017 16:00:00,63.98
03-01-2017 16:00,64.94
03-02-2017 16:00,64.01
03-03-2017 16:00,64.25
03-06-2017 16:00,64.27
03-07-2017 16:00,64.4
03-08-2017 16:00,64.99
03-09-2017 16:00,64.73
03-10-2017 16:00,64.93
3/13/2017 16:00:00,64.71
3/14/2017 16:00:00,64.41
3/15/2017 16:00:00,64.75
3/16/2017 16:00:00,64.64
3/17/2017 16:00:00,64.87
3/20/2017 16:00:00,64.93
3/21/2017 16:00:00,64.21
3/22/2017 16:00:00,65.03
3/23/2017 16:00:00,64.87
3/24/2017 16:00:00,64.98
3/27/2017 16:00:00,65.1
3/28/2017 16:00:00,65.29
3/29/2017 16:00:00,65.47
3/30/2017 16:00:00,65.71
3/31/2017 16:00:00,65.86
04-03-2017 16:00,65.55
04-04-2017 16:00,65.73
04-05-2017 16:00,65.56
04-06-2017 16:00,65.73
04-07-2017 16:00,65.68
04-10-2017 16:00,65.53
04-11-2017 16:00,65.48
04-12-2017 16:00,65.23
4/13/2017 16:00:00,64.95
4/17/2017 16:00:00,65.48
4/18/2017 16:00:00,65.39
4/19/2017 16:00:00,65.04
4/20/2017 16:00:00,65.5
4/21/2017 16:00:00,66.4
4/24/2017 16:00:00,67.53
4/25/2017 16:00:00,67.92
4/26/2017 16:00:00,67.83
4/27/2017 16:00:00,68.27
4/28/2017 16:00:00,68.46
05-01-2017 16:00,69.41
05-02-2017 16:00,69.3
05-03-2017 16:00,69.08
05-04-2017 16:00,68.81
05-05-2017 16:00,69
05-08-2017 16:00,68.94
05-09-2017 16:00,69.04
05-10-2017 16:00,69.31
05-11-2017 16:00,68.46
05-12-2017 16:00,68.38
5/15/2017 16:00:00,68.43
5/16/2017 16:00:00,69.41
5/17/2017 16:00:00,67.48
5/18/2017 16:00:00,67.71
5/19/2017 16:00:00,67.69
5/22/2017 16:00:00,68.45
5/23/2017 16:00:00,68.68
5/24/2017 16:00:00,68.77
5/25/2017 16:00:00,69.62
5/26/2017 16:00:00,69.96
5/30/2017 16:00:00,70.41
5/31/2017 16:00:00,69.84
06-01-2017 16:00,70.1
06-02-2017 16:00,71.76
06-05-2017 16:00,72.28
06-06-2017 16:00,72.52
06-07-2017 16:00,72.39
06-08-2017 16:00,71.95
06-09-2017 16:00,70.32
06-12-2017 16:00,69.78
6/13/2017 16:00:00,70.65
6/14/2017 16:00:00,70.27
6/15/2017 16:00:00,69.9
6/16/2017 16:00:00,70
6/19/2017 16:00:00,70.87
6/20/2017 16:00:00,69.91
6/21/2017 16:00:00,70.27
6/22/2017 16:00:00,70.26
6/23/2017 16:00:00,71.21
6/26/2017 16:00:00,70.53
6/27/2017 16:00:00,69.21
6/28/2017 16:00:00,69.8
6/29/2017 16:00:00,68.49
6/30/2017 16:00:00,68.93
07-03-2017 16:00,68.17
07-05-2017 16:00,69.08
07-06-2017 16:00,68.57
07-07-2017 16:00,69.46
07-10-2017 16:00,69.98
07-11-2017 16:00,69.99
07-12-2017 16:00,71.15
7/13/2017 16:00:00,71.77
7/14/2017 16:00:00,72.78
7/17/2017 16:00:00,73.35
7/18/2017 16:00:00,73.3
7/19/2017 16:00:00,73.86
7/20/2017 16:00:00,74.22
7/21/2017 16:00:00,73.79
7/24/2017 16:00:00,73.6
7/25/2017 16:00:00,74.19
7/26/2017 16:00:00,74.05
7/27/2017 16:00:00,73.16
7/28/2017 16:00:00,73.04
7/31/2017 16:00:00,72.7
08-01-2017 16:00,72.58
08-02-2017 16:00,72.26
08-03-2017 16:00,72.15
08-04-2017 16:00,72.68
08-07-2017 16:00,72.4
08-08-2017 16:00,72.79
08-09-2017 16:00,72.47
08-10-2017 16:00,71.41
08-11-2017 16:00,72.5
8/14/2017 16:00:00,73.59
8/15/2017 16:00:00,73.22
8/16/2017 16:00:00,73.65
8/17/2017 16:00:00,72.4
8/18/2017 16:00:00,72.49
8/21/2017 16:00:00,72.15
8/22/2017 16:00:00,73.16
8/23/2017 16:00:00,72.72
8/24/2017 16:00:00,72.69
8/25/2017 16:00:00,72.82
8/28/2017 16:00:00,72.83
8/29/2017 16:00:00,73.05
8/30/2017 16:00:00,74.01
8/31/2017 16:00:00,74.77
09-01-2017 16:00,73.94
09-05-2017 16:00,73.61
09-06-2017 16:00,73.4
09-07-2017 16:00,74.34
09-08-2017 16:00,73.98
09-11-2017 16:00,74.76
09-12-2017 16:00,74.68
9/13/2017 16:00:00,75.21
9/14/2017 16:00:00,74.77
9/15/2017 16:00:00,75.31
9/18/2017 16:00:00,75.16
9/19/2017 16:00:00,75.44
9/20/2017 16:00:00,74.94
9/21/2017 16:00:00,74.21
9/22/2017 16:00:00,74.41
9/25/2017 16:00:00,73.26
9/26/2017 16:00:00,73.26
9/27/2017 16:00:00,73.85
9/28/2017 16:00:00,73.87
9/29/2017 16:00:00,74.49
10-02-2017 16:00,74.61
10-03-2017 16:00,74.26
10-04-2017 16:00,74.69
10-05-2017 16:00,75.97
10-06-2017 16:00,76
10-09-2017 16:00,76.29
10-10-2017 16:00,76.29
10-11-2017 16:00,76.42
10-12-2017 16:00,77.12
10/13/2017 16:00:00,77.49
10/16/2017 16:00:00,77.65
10/17/2017 16:00:00,77.59
10/18/2017 16:00:00,77.61
10/19/2017 16:00:00,77.91
10/20/2017 16:00:00,78.81
10/23/2017 16:00:00,78.83
10/24/2017 16:00:00,78.86
10/25/2017 16:00:00,78.63
10/26/2017 16:00:00,78.76
10/27/2017 16:00:00,83.81
10/30/2017 16:00:00,83.89
10/31/2017 16:00:00,83.18
11-01-2017 16:00,83.18
11-02-2017 16:00,84.05
11-03-2017 16:00,84.14
11-06-2017 16:00,84.47
11-07-2017 16:00,84.27
11-08-2017 16:00,84.56
11-09-2017 16:00,84.09
11-10-2017 16:00,83.87
11/13/2017 16:00:00,83.93
11/14/2017 16:00:00,84.05
11/15/2017 16:00:00,82.98
11/16/2017 16:00:00,83.2
11/17/2017 16:00:00,82.4
11/20/2017 16:00:00,82.53
11/21/2017 16:00:00,83.72
11/22/2017 16:00:00,83.11
11/24/2017 13:00:00,83.26
11/27/2017 16:00:00,83.87
11/28/2017 16:00:00,84.88
11/29/2017 16:00:00,83.34
11/30/2017 16:00:00,84.17
12-01-2017 16:00,84.26
12-04-2017 16:00,81.08
12-05-2017 16:00,81.59
12-06-2017 16:00,82.78
12-07-2017 16:00,82.49
12-08-2017 16:00,84.16
12-11-2017 16:00,85.23
12-12-2017 16:00,85.58
12/13/2017 16:00:00,85.35
12/14/2017 16:00:00,84.69
12/15/2017 16:00:00,86.85
12/18/2017 16:00:00,86.38
12/19/2017 16:00:00,85.83
12/20/2017 16:00:00,85.52
12/21/2017 16:00:00,85.5
12/22/2017 16:00:00,85.51
12/26/2017 16:00:00,85.4
12/27/2017 16:00:00,85.71
12/28/2017 16:00:00,85.72
12/29/2017 16:00:00,85.54
01-02-2018 16:00,85.95
01-03-2018 16:00,86.35
01-04-2018 16:00,87.11
01-05-2018 16:00,88.19
01-08-2018 16:00,88.28
01-09-2018 16:00,88.22
01-10-2018 16:00,87.82
01-11-2018 16:00,88.08
01-12-2018 16:00,89.6
1/16/2018 16:00:00,88.35
1/17/2018 16:00:00,90.14
1/18/2018 16:00:00,90.1
1/19/2018 16:00:00,90
1/22/2018 16:00:00,91.61
1/23/2018 16:00:00,91.9
1/24/2018 16:00:00,91.82
1/25/2018 16:00:00,92.33
1/26/2018 16:00:00,94.06
1/29/2018 16:00:00,93.92
1/30/2018 16:00:00,92.74
1/31/2018 16:00:00,95.01
02-01-2018 16:00,94.26
02-02-2018 16:00,91.78
02-05-2018 16:00,88
02-06-2018 16:00,91.33
02-07-2018 16:00,89.61
02-08-2018 16:00,85.01
02-09-2018 16:00,88.18
02-12-2018 16:00,89.13
2/13/2018 16:00:00,89.83
2/14/2018 16:00:00,90.81
2/15/2018 16:00:00,92.66
2/16/2018 16:00:00,92
2/20/2018 16:00:00,92.72
2/21/2018 16:00:00,91.49
2/22/2018 16:00:00,91.73
2/23/2018 16:00:00,94.06
2/26/2018 16:00:00,95.42
2/27/2018 16:00:00,94.2
2/28/2018 16:00:00,93.77
03-01-2018 16:00,92.85
03-02-2018 16:00,93.05
03-05-2018 16:00,93.64
03-06-2018 16:00,93.32
03-07-2018 16:00,93.86
03-08-2018 16:00,94.43
03-09-2018 16:00,96.54
03-12-2018 16:00,96.77
3/13/2018 16:00:00,94.41
3/14/2018 16:00:00,93.85
3/15/2018 16:00:00,94.18
3/16/2018 16:00:00,94.6
3/19/2018 16:00:00,92.89
3/20/2018 16:00:00,93.13
3/21/2018 16:00:00,92.48
3/22/2018 16:00:00,89.79
3/23/2018 16:00:00,87.18
3/26/2018 16:00:00,93.78
3/27/2018 16:00:00,89.47
3/28/2018 16:00:00,89.39
3/29/2018 16:00:00,91.27
04-02-2018 16:00,88.52
04-03-2018 16:00,89.71
04-04-2018 16:00,92.33
04-05-2018 16:00,92.38
04-06-2018 16:00,90.23
04-09-2018 16:00,90.77
04-10-2018 16:00,92.88
04-11-2018 16:00,91.86
04-12-2018 16:00,93.58
4/13/2018 16:00:00,93.08
4/16/2018 16:00:00,94.17
4/17/2018 16:00:00,96.07
4/18/2018 16:00:00,96.44
4/19/2018 16:00:00,96.11
4/20/2018 16:00:00,95
4/23/2018 16:00:00,95.35
4/24/2018 16:00:00,93.12
4/25/2018 16:00:00,92.31
4/26/2018 16:00:00,94.26
4/27/2018 16:00:00,95.82
4/30/2018 16:00:00,93.52
05-01-2018 16:00,95
05-02-2018 16:00,93.51
05-03-2018 16:00,94.07
05-04-2018 16:00,95.16
05-07-2018 16:00,96.22
05-08-2018 16:00,95.81
05-09-2018 16:00,96.94
05-10-2018 16:00,97.91
05-11-2018 16:00,97.7
5/14/2018 16:00:00,98.03
5/15/2018 16:00:00,97.32
5/16/2018 16:00:00,97.15
5/17/2018 16:00:00,96.18
5/18/2018 16:00:00,96.36
5/21/2018 16:00:00,97.6
5/22/2018 16:00:00,97.5
5/23/2018 16:00:00,98.66
5/24/2018 16:00:00,98.31
5/25/2018 16:00:00,98.36
5/29/2018 16:00:00,98.01
5/30/2018 16:00:00,98.95
5/31/2018 16:00:00,98.84
06-01-2018 16:00,100.79
06-04-2018 16:00,101.67
06-05-2018 16:00,102.19
06-06-2018 16:00,102.49
06-07-2018 16:00,100.88
06-08-2018 16:00,101.63
06-11-2018 16:00,101.05
06-12-2018 16:00,101.31
6/13/2018 16:00:00,100.85
6/14/2018 16:00:00,101.42
6/15/2018 16:00:00,100.13
6/18/2018 16:00:00,100.86
6/19/2018 16:00:00,100.86
6/20/2018 16:00:00,101.87
6/21/2018 16:00:00,101.14
6/22/2018 16:00:00,100.41
6/25/2018 16:00:00,98.39
6/26/2018 16:00:00,99.08
6/27/2018 16:00:00,97.54
6/28/2018 16:00:00,98.63
6/29/2018 16:00:00,98.61
07-02-2018 16:00,100.01
07-03-2018 13:00,99.05
07-05-2018 16:00,99.76
07-06-2018 16:00,101.16
07-09-2018 16:00,101.85
07-10-2018 16:00,102.12
07-11-2018 16:00,101.98
07-12-2018 16:00,104.19
7/13/2018 16:00:00,105.43
7/16/2018 16:00:00,104.91
7/17/2018 16:00:00,105.95
7/18/2018 16:00:00,105.12
7/19/2018 16:00:00,104.4
7/20/2018 16:00:00,106.27
7/23/2018 16:00:00,107.97
7/24/2018 16:00:00,107.66
7/25/2018 16:00:00,110.83
7/26/2018 16:00:00,109.62
7/27/2018 16:00:00,107.68
7/30/2018 16:00:00,105.37
7/31/2018 16:00:00,106.08
08-01-2018 16:00,106.28
08-02-2018 16:00,107.57
08-03-2018 16:00,108.04
08-06-2018 16:00,108.13
08-07-2018 16:00,108.88
08-08-2018 16:00,109.49
08-09-2018 16:00,109.67
08-10-2018 16:00,109
8/13/2018 16:00:00,108.21
8/14/2018 16:00:00,109.56
8/15/2018 16:00:00,107.66
8/16/2018 16:00:00,107.64
8/17/2018 16:00:00,107.58
8/20/2018 16:00:00,106.87
8/21/2018 16:00:00,105.98
8/22/2018 16:00:00,107.06
8/23/2018 16:00:00,107.56
8/24/2018 16:00:00,108.4
8/27/2018 16:00:00,109.6
8/28/2018 16:00:00,110.26
8/29/2018 16:00:00,112.02
8/30/2018 16:00:00,111.95
8/31/2018 16:00:00,112.33
09-04-2018 16:00,111.71
